Address,Last Status Date,List Price,Offer Price,Status
"143 Figurability St., Las Vegas, NV",2021-08-29,233800,237900,Offer Rejected - Price Too Low
"90 Cogen St., Las Vegas, NV",2021-11-06,336800,360600,Offer Rejected - Price Too Low
"51 Triggerless St., Phoenix, AZ",2021-09-25,340500,340500,Offer Rejected - Price Too Low
"34 Uninsurability Ave., Las Vegas, NV",2021-10-17,315200,321200,Offer Rejected - Price Too Low
"133 Naiades St., Atlanta, GA",2021-12-12,290400,295300,Offer Rejected - Price Too Low
"0 PostScript Rd., Las Vegas, NV",2021-10-16,306400,303100,Offer Rejected - Price Too Low
"142 Labradorite St., Atlanta, GA",2021-11-03,321900,321600,Offer Rejected - Price Too Low
"161 Delightedly Rd., Phoenix, AZ",2021-10-23,247500,254500,Closed
"155 Leucemia Rd., Phoenix, AZ",2021-10-27,259100,271700,Offer Rejected - Price Too Low
"38 Weber Ave., Houston, TX",2021-09-03,379600,407200,Closed
"175 Squoze St., Las Vegas, NV",2021-12-14,288900,306400,Offer Rejected - Price Too Low
"71 Unleashable St., Phoenix, AZ",2021-11-08,369800,368900,Offer Rejected - Price Too Low
"106 Monkeys St., Phoenix, AZ",2021-10-27,231900,244000,Offer Rejected - Price Too Low
"40 Timaliidae Ave., Phoenix, AZ",2021-11-07,331000,322900,Offer Rejected - Price Too Low
"2 Dehydrates Rd., Houston, TX",2021-07-26,368300,405300,Closed
"73 Epifluorescence Rd., Houston, TX",2021-09-04,305100,334600,Closed
"124 Overhear Ave., Las Vegas, NV",2021-11-03,355900,355800,Offer Rejected - Price Too Low
"88 Renovation Rd., Las Vegas, NV",2021-12-02,220200,228700,Offer Rejected - Price Too Low
"31 Vermillions Rd., Phoenix, AZ",2021-10-14,287900,312500,Closed
"61 Dung-hook Rd., Phoenix, AZ",2021-11-04,345300,360500,Offer Rejected - Price Too Low
"186 Motorway St., Las Vegas, NV",2021-08-26,382700,386200,Offer Rejected - Price Too Low
"84 Influencable Rd., Phoenix, AZ",2021-10-22,378800,402700,Offer Rejected - Price Too Low
"43 Vorkuta Ave., Atlanta, GA",2021-08-26,290300,294700,Offer Rejected - Pending
"177 Nongeologists Rd., Phoenix, AZ",2021-11-14,288800,301200,Closed
"65 Écoute Ave., Houston, TX",2021-09-20,285600,311400,Offer Rejected - Price Too Low
"184 Changelessly St., Las Vegas, NV",2021-09-04,308200,317800,Offer Rejected - Price Too Low
"47 Alliaceae St., Las Vegas, NV",2021-08-01,296900,299700,Offer Rejected - Price Too Low
"67 Margaritas Ave., Phoenix, AZ",2021-12-11,297200,302800,Offer Rejected - Pending
"157 Tussive Rd., Atlanta, GA",2021-08-04,288200,294700,Offer Rejected - Price Too Low
"111 Hebrew Rd., Las Vegas, NV",2021-07-18,360700,375600,Offer Rejected - Price Too Low
"21 Marrakech Ave., Phoenix, AZ",2021-07-24,248100,244700,Offer Rejected - Price Too Low
"177 Verse-maker Ave., Atlanta, GA",2021-07-21,315500,320400,Offer Rejected - Price Too Low
"17 Abacas St., Phoenix, AZ",2021-11-29,300500,332300,Closed
"21 Kouros Rd., Phoenix, AZ",2021-11-02,288800,290000,Offer Rejected - Price Too Low
"46 Lady-chair Rd., Las Vegas, NV",2021-09-12,282500,295200,Offer Rejected - Price Too Low
"174 Greenstone St., Las Vegas, NV",2021-12-03,337700,339300,Offer Rejected - Price Too Low
"84 Stepping-stone Ave., Atlanta, GA",2021-07-22,245400,245200,Offer Rejected - Price Too Low
"43 Prams Rd., Houston, TX",2021-08-21,277800,297600,Offer Rejected - Pending
"143 Dingle-dangle St., Phoenix, AZ",2021-10-13,282700,298600,Offer Rejected - Price Too Low
"109 Console Ave., Phoenix, AZ",2021-11-05,281200,288000,Offer Rejected - Price Too Low
"54 Excludes Rd., Atlanta, GA",2021-09-24,254500,262700,Offer Rejected - Price Too Low
"10 Belaboring St., Las Vegas, NV",2021-09-23,295900,300300,Offer Rejected - Price Too Low
"177 Stares Rd., Phoenix, AZ",2021-09-30,315600,329600,Offer Rejected - Price Too Low
"196 Bokeler Rd., Las Vegas, NV",2021-08-02,364300,389300,Offer Rejected - Price Too Low
"192 Willful Rd., Phoenix, AZ",2021-12-01,338600,349600,Offer Rejected - Price Too Low
"54 Translunar St., Phoenix, AZ",2021-10-05,237400,254500,Offer Rejected - Price Too Low
"49 Canfield St., Phoenix, AZ",2021-12-12,294100,306300,Offer Rejected - Price Too Low
"146 Paleo-ethnology Ave., Phoenix, AZ",2021-12-12,341600,347500,Offer Rejected - Price Too Low
"150 Legitimation St., Las Vegas, NV",2021-08-19,253000,270400,Offer Rejected - Pending
"151 Plashet Ave., Phoenix, AZ",2021-11-02,334300,353400,Closed
"41 Coal-seam St., Phoenix, AZ",2021-07-19,285900,289200,Offer Rejected - Price Too Low
"144 Buzzworms St., Atlanta, GA",2021-10-24,297400,312200,Closed
"183 Torches Ave., Atlanta, GA",2021-12-01,352100,344600,Offer Rejected - Price Too Low
"162 Tittle-tattle Ave., Phoenix, AZ",2021-10-19,300900,314800,Offer Rejected - Price Too Low
"83 Orientates Ave., Atlanta, GA",2021-10-29,321900,348000,Offer Rejected - Price Too Low
"39 Frivol St., Phoenix, AZ",2021-10-19,262100,261400,Offer Rejected - Price Too Low
"189 Telecopier St., Atlanta, GA",2021-12-13,305000,317800,Offer Rejected - Price Too Low
"141 Nicomedia St., Phoenix, AZ",2021-09-24,303800,327400,Offer Rejected - Price Too Low
"169 Bimonthlies Rd., Houston, TX",2021-10-18,305600,327500,Closed
"23 Canebreaks St., Phoenix, AZ",2021-08-26,290400,291400,Offer Rejected - Price Too Low
"112 Ground-rat St., Houston, TX",2021-08-12,287200,280400,Offer Rejected - Price Too Low
"51 Deglamorize St., Las Vegas, NV",2021-08-04,308100,304400,Offer Rejected - Price Too Low
"150 Willings Ave., Phoenix, AZ",2021-10-20,305000,307200,Offer Rejected - Price Too Low
"116 Marquand Ave., Phoenix, AZ",2021-08-18,354300,363900,Offer Rejected - Price Too Low
"39 Arbus St., Las Vegas, NV",2021-12-08,307200,326700,Offer Rejected - Price Too Low
"49 Earldoms St., Phoenix, AZ",2021-08-19,309900,313600,Offer Rejected - Price Too Low
"99 Antibourgeois Rd., Atlanta, GA",2021-07-29,284500,286600,Offer Rejected - Price Too Low
"125 Thornier St., Phoenix, AZ",2021-09-17,323900,314700,Offer Rejected - Pending
"58 Ovary Rd., Las Vegas, NV",2021-10-06,316200,343800,Offer Rejected - Price Too Low
"113 Heaviness St., Houston, TX",2021-08-11,225900,222200,Offer Rejected - Pending
"8 Water-vapor St., Atlanta, GA",2021-11-15,264600,268300,Offer Rejected - Price Too Low
"68 Headshrinkers St., Las Vegas, NV",2021-09-20,359600,367300,Offer Rejected - Price Too Low
"19 Bedfast St., Atlanta, GA",2021-09-08,271500,280600,Offer Rejected - Price Too Low
"139 Decorrelate Rd., Atlanta, GA",2021-08-11,289100,305400,Closed
"125 Remonstration Ave., Atlanta, GA",2021-11-19,307300,315000,Offer Rejected - Price Too Low
"186 Lerry Ave., Phoenix, AZ",2021-09-03,328300,358400,Closed
"152 Coryphæi Rd., Phoenix, AZ",2021-08-10,318900,324500,Offer Rejected - Price Too Low
"73 Mail-orders Rd., Atlanta, GA",2021-09-01,223300,241100,Closed
"15 Mycologically Rd., Houston, TX",2021-11-24,237200,259900,Offer Rejected - Price Too Low
"175 Speedboat Ave., Phoenix, AZ",2021-09-24,340800,345300,Offer Rejected - Price Too Low
"40 Tie-ins Rd., Atlanta, GA",2021-11-28,363500,379800,Offer Rejected - Price Too Low
"146 Placoid Rd., Las Vegas, NV",2021-12-15,211600,211400,Offer Rejected - Price Too Low
"123 Majestick Rd., Atlanta, GA",2021-12-02,378100,393600,Closed
"84 Diddles Ave., Houston, TX",2021-11-01,247800,268700,Closed
"45 Retell Rd., Phoenix, AZ",2021-08-17,285900,299800,Offer Rejected - Pending
"197 Salvator Rd., Phoenix, AZ",2021-10-12,321500,342600,Offer Rejected - Pending
"137 Manilio Rd., Atlanta, GA",2021-09-08,363200,370900,Offer Rejected - Price Too Low
"181 Unconvincing St., Houston, TX",2021-10-31,325900,340500,Offer Rejected - Price Too Low
"199 Insuitable Ave., Atlanta, GA",2021-08-16,378600,380800,Offer Rejected - Price Too Low
"126 Boarhound St., Phoenix, AZ",2021-08-19,316500,347300,Closed
"92 Bichlorid Ave., Atlanta, GA",2021-07-28,276700,273800,Offer Rejected - Price Too Low
"155 Carse Ave., Phoenix, AZ",2021-10-22,360900,364700,Offer Rejected - Price Too Low
"81 Volumetrically Rd., Phoenix, AZ",2021-09-10,256800,265700,Offer Rejected - Price Too Low
"71 Slangwhangers Rd., Phoenix, AZ",2021-10-27,259500,270100,Offer Rejected - Price Too Low
"153 Magistrate St., Las Vegas, NV",2021-08-23,335500,343900,Offer Rejected - Pending
"54 Sidearmer St., Atlanta, GA",2021-08-11,339000,353700,Closed
"81 Diving-board St., Las Vegas, NV",2021-08-30,258600,256200,Offer Rejected - Price Too Low
"157 Cancellations Rd., Houston, TX",2021-12-06,261400,268300,Offer Rejected - Price Too Low
"113 Septagon St., Las Vegas, NV",2021-09-13,246600,249700,Offer Rejected - Price Too Low
"81 Teend Ave., Atlanta, GA",2021-10-08,265500,271900,Offer Rejected - Price Too Low
"27 Masters St., Atlanta, GA",2021-11-10,313500,318400,Offer Rejected - Price Too Low
"46 Gaza Strip St., Phoenix, AZ",2021-08-14,256500,253900,Offer Rejected - Price Too Low
"121 Weaving Ave., Atlanta, GA",2021-07-26,306200,308500,Offer Rejected - Price Too Low
"25 Trunk-engine Ave., Phoenix, AZ",2021-10-11,235200,247700,Offer Rejected - Price Too Low
"133 Recommends Rd., Houston, TX",2021-08-31,286400,290300,Offer Rejected - Price Too Low
"140 Chevalier Rd., Las Vegas, NV",2021-10-14,312500,330500,Offer Rejected - Price Too Low
"55 Kittled St., Atlanta, GA",2021-10-17,333000,337600,Offer Rejected - Price Too Low
"114 Gassily St., Atlanta, GA",2021-09-24,273800,290300,Offer Rejected - Price Too Low
"152 Swashbuckler St., Atlanta, GA",2021-10-05,240800,239400,Offer Rejected - Price Too Low
"51 Teacher Ave., Las Vegas, NV",2021-10-21,331500,362500,Closed
"162 Argid Rd., Houston, TX",2021-12-06,278500,289400,Offer Rejected - Price Too Low
"57 Turvy Rd., Phoenix, AZ",2021-09-04,248400,245900,Offer Rejected - Pending
"36 Autosome St., Phoenix, AZ",2021-09-07,252200,252300,Offer Rejected - Price Too Low
"43 Wakeless St., Atlanta, GA",2021-08-09,317700,325900,Offer Rejected - Price Too Low
"105 Scarcrow St., Phoenix, AZ",2021-09-01,368000,359700,Offer Rejected - Price Too Low
"123 Underived Ave., Atlanta, GA",2021-08-28,258600,279200,Closed
"119 Deciphering Rd., Phoenix, AZ",2021-11-25,354200,358000,Offer Rejected - Price Too Low
"164 Capable St., Houston, TX",2021-08-21,352900,351900,Offer Rejected - Price Too Low
"162 Sarah St., Phoenix, AZ",2021-11-30,352500,373600,Closed
"31 Waitasec Rd., Phoenix, AZ",2021-08-09,262200,260400,Offer Rejected - Price Too Low
"102 Grumbling St., Phoenix, AZ",2021-08-10,230800,235200,Offer Rejected - Price Too Low
"48 Atropos St., Phoenix, AZ",2021-11-07,330400,345400,Offer Rejected - Price Too Low
"82 Reservatory Rd., Las Vegas, NV",2021-10-30,351100,353000,Offer Rejected - Pending
"180 Creedless Rd., Phoenix, AZ",2021-07-23,331300,355900,Offer Rejected - Price Too Low
"33 Pigeon-livered Rd., Atlanta, GA",2021-11-12,353000,369200,Offer Rejected - Price Too Low
"184 Xylylene Rd., Houston, TX",2021-12-12,260800,263600,Offer Rejected - Price Too Low
"12 Prewarn Ave., Las Vegas, NV",2021-11-26,370400,363700,Offer Rejected - Price Too Low
"127 Unfounded St., Atlanta, GA",2021-07-27,336700,334700,Offer Rejected - Price Too Low
"114 Whippings Ave., Atlanta, GA",2021-11-18,277200,282800,Offer Rejected - Price Too Low
"156 Sulcated Ave., Phoenix, AZ",2021-11-01,303600,320300,Closed
"33 Tweaker St., Phoenix, AZ",2021-07-28,278500,278800,Offer Rejected - Price Too Low
"74 Charcoal-tree St., Las Vegas, NV",2021-09-28,350500,346600,Offer Rejected - Pending
"57 Winnow St., Phoenix, AZ",2021-08-04,367000,377500,Offer Rejected - Price Too Low
"139 Poppy-oil St., Atlanta, GA",2021-10-29,234000,228400,Offer Rejected - Price Too Low
"95 Cunila Rd., Phoenix, AZ",2021-08-16,265100,257500,Offer Rejected - Price Too Low
"112 Creäture Ave., Atlanta, GA",2021-09-24,369500,403800,Offer Rejected - Price Too Low
"132 Gogga Ave., Phoenix, AZ",2021-09-24,304000,297000,Offer Rejected - Price Too Low
"8 Weatherless St., Atlanta, GA",2021-08-09,253600,263900,Offer Rejected - Price Too Low
"89 Vaunted St., Phoenix, AZ",2021-11-29,352400,356600,Offer Rejected - Price Too Low
"176 Jottings St., Las Vegas, NV",2021-07-29,298200,293200,Offer Rejected - Price Too Low
"26 Reinsures Ave., Las Vegas, NV",2021-07-30,296400,297000,Offer Rejected - Price Too Low
"197 Unhealthy St., Phoenix, AZ",2021-10-16,254500,269600,Offer Rejected - Price Too Low
"196 Cylindrically St., Phoenix, AZ",2021-10-04,240100,255200,Closed
"20 Rubicund Ave., Atlanta, GA",2021-12-13,320200,317800,Offer Rejected - Price Too Low
"161 Tea-ware Rd., Las Vegas, NV",2021-08-05,257400,281300,Closed
"17 Tropicals Rd., Phoenix, AZ",2021-11-27,269500,263200,Offer Rejected - Price Too Low
"187 Superhumanised St., Phoenix, AZ",2021-12-15,319100,323900,Offer Rejected - Price Too Low
"114 Dueful St., Las Vegas, NV",2021-10-30,294400,291000,Offer Rejected - Price Too Low
"186 Proselike St., Las Vegas, NV",2021-08-16,315100,314000,Offer Rejected - Price Too Low
"104 Auguste St., Atlanta, GA",2021-09-08,341700,363400,Offer Rejected - Pending
"106 Disembarrass Ave., Phoenix, AZ",2021-08-09,362200,368400,Offer Rejected - Price Too Low
"17 Symbolology St., Atlanta, GA",2021-11-02,277900,283500,Offer Rejected - Price Too Low
"182 Matrimonial Ave., Phoenix, AZ",2021-09-26,269800,267500,Offer Rejected - Pending
"78 Archæi Ave., Phoenix, AZ",2021-10-06,328400,339500,Offer Rejected - Price Too Low
"43 Shake St., Houston, TX",2021-10-14,245800,260900,Closed
"153 Bounds St., Phoenix, AZ",2021-10-04,272200,286200,Offer Rejected - Price Too Low
"171 Specimina St., Phoenix, AZ",2021-09-30,330600,327500,Offer Rejected - Price Too Low
"12 Dictational Ave., Houston, TX",2021-11-05,260800,272500,Offer Rejected - Pending
"87 Greenheart St., Phoenix, AZ",2021-10-13,302400,301700,Offer Rejected - Price Too Low
"68 Mercaptans Rd., Atlanta, GA",2021-11-13,230900,235200,Offer Rejected - Price Too Low
"153 Unmoistened St., Las Vegas, NV",2021-10-30,303300,316200,Offer Rejected - Pending
"125 Unbreakably Ave., Atlanta, GA",2021-10-13,244800,267100,Closed
"38 Clotures Rd., Phoenix, AZ",2021-07-28,296000,298200,Offer Rejected - Price Too Low
"95 Aurei Ave., Phoenix, AZ",2021-11-24,323700,344100,Offer Rejected - Price Too Low
"116 Lathes St., Phoenix, AZ",2021-10-03,300000,307000,Offer Rejected - Pending
"106 Instantiated Rd., Las Vegas, NV",2021-11-28,230500,255400,Offer Rejected - Price Too Low
"200 Waggery St., Atlanta, GA",2021-09-30,374100,400200,Offer Rejected - Price Too Low
"11 Genethliacal Ave., Phoenix, AZ",2021-10-29,298300,320800,Closed
"18 Re-framing Ave., Phoenix, AZ",2021-10-07,298300,299500,Offer Rejected - Price Too Low
"114 Types Rd., Las Vegas, NV",2021-07-29,318100,331700,Offer Rejected - Pending
"171 Saddlery St., Atlanta, GA",2021-11-11,338300,347500,Offer Rejected - Price Too Low
"159 Natively St., Phoenix, AZ",2021-12-10,298900,301200,Offer Rejected - Price Too Low
"161 Flick Rd., Phoenix, AZ",2021-10-17,257100,278600,Offer Rejected - Price Too Low
"78 Furciferine St., Atlanta, GA",2021-10-02,355100,365700,Offer Rejected - Price Too Low
"152 Derring Rd., Phoenix, AZ",2021-08-31,305400,308900,Offer Rejected - Pending
"129 Procyclicality Rd., Phoenix, AZ",2021-10-17,259500,275300,Offer Rejected - Price Too Low
"74 Inviolate St., Las Vegas, NV",2021-11-08,351600,350300,Offer Rejected - Price Too Low
"40 Rice-planter St., Las Vegas, NV",2021-10-06,252000,254100,Offer Rejected - Price Too Low
"111 Bleeds Ave., Phoenix, AZ",2021-10-30,323300,327800,Offer Rejected - Price Too Low
"42 Water-sink St., Houston, TX",2021-12-09,235600,239100,Offer Rejected - Price Too Low
"17 Juaquin St., Phoenix, AZ",2021-11-12,342000,349000,Offer Rejected - Price Too Low
"33 Claimed Rd., Houston, TX",2021-09-01,321700,318100,Offer Rejected - Price Too Low
"167 Dolmas St., Las Vegas, NV",2021-10-18,278400,283800,Offer Rejected - Price Too Low
"49 Algol Ave., Phoenix, AZ",2021-08-21,252700,267100,Offer Rejected - Price Too Low
"114 Aviate St., Phoenix, AZ",2021-09-08,305900,315000,Offer Rejected - Price Too Low
"4 Partner Ave., Atlanta, GA",2021-10-10,286900,291600,Offer Rejected - Price Too Low
"87 Scried St., Las Vegas, NV",2021-10-25,285300,299300,Offer Rejected - Price Too Low
"40 Wasted Ave., Houston, TX",2021-11-07,276100,280600,Offer Rejected - Pending
"26 Undrilled Ave., Phoenix, AZ",2021-11-24,296000,309300,Offer Rejected - Price Too Low
"185 Radiowaves Ave., Phoenix, AZ",2021-11-26,370300,399400,Closed
"85 Ebrieties St., Phoenix, AZ",2021-10-14,344200,333500,Offer Rejected - Price Too Low
"105 Defrayed Rd., Phoenix, AZ",2021-11-28,242500,244300,Offer Rejected - Price Too Low
"176 Switch Ave., Atlanta, GA",2021-11-04,325400,348800,Offer Rejected - Price Too Low
"2 Whish St., Phoenix, AZ",2021-12-08,326000,319300,Offer Rejected - Price Too Low
"151 Llullaillaco Ave., Phoenix, AZ",2021-08-04,290200,306600,Closed
"109 Adjourned Rd., Phoenix, AZ",2021-09-27,317700,341700,Offer Rejected - Price Too Low
"138 Tarasque St., Phoenix, AZ",2021-09-30,364100,391100,Offer Rejected - Price Too Low
"76 Krystin St., Phoenix, AZ",2021-10-15,246200,268000,Closed
"77 Sandoval Rd., Phoenix, AZ",2021-10-05,332200,340300,Offer Rejected - Price Too Low
"108 Supplanted Rd., Phoenix, AZ",2021-10-27,299300,290300,Offer Rejected - Price Too Low
"35 Beaner St., Houston, TX",2021-12-13,262400,283900,Offer Rejected - Price Too Low
"194 Tajine St., Atlanta, GA",2021-08-17,254200,262500,Offer Rejected - Price Too Low
"194 Worke Rd., Atlanta, GA",2021-08-31,315600,343300,Offer Rejected - Price Too Low
"49 Deradicalised Ave., Atlanta, GA",2021-08-28,299100,314100,Offer Rejected - Price Too Low
"141 Pyrographer Rd., Phoenix, AZ",2021-10-14,274100,278800,Offer Rejected - Price Too Low
"83 Shell-heap St., Las Vegas, NV",2021-12-04,337000,346400,Offer Rejected - Pending
"113 Revelatory St., Phoenix, AZ",2021-12-09,223100,227200,Offer Rejected - Price Too Low
"9 Off-season St., Phoenix, AZ",2021-10-19,312500,337900,Offer Rejected - Pending
"30 Lightly Rd., Las Vegas, NV",2021-11-20,389900,418400,Offer Rejected - Pending
"59 Bloodwork St., Phoenix, AZ",2021-11-21,254300,251300,Offer Rejected - Price Too Low
"147 Lasting St., Phoenix, AZ",2021-11-23,297000,298400,Offer Rejected - Price Too Low
"10 Lilos Ave., Phoenix, AZ",2021-10-31,301800,329300,Closed
"35 Interatomic Rd., Phoenix, AZ",2021-08-13,310000,314400,Offer Rejected - Price Too Low
"169 Vaccinator St., Atlanta, GA",2021-10-22,298700,309100,Closed
"77 Unsectarian Rd., Atlanta, GA",2021-10-02,264800,266700,Offer Rejected - Price Too Low
"93 Scuppers Ave., Atlanta, GA",2021-11-14,304900,337600,Offer Rejected - Price Too Low
"180 Briquettes St., Houston, TX",2021-11-03,314800,315100,Offer Rejected - Price Too Low
"167 Metallist St., Las Vegas, NV",2021-09-08,295500,328000,Closed
"55 Subexponential St., Phoenix, AZ",2021-08-22,359200,384100,Closed
"162 Impeachability St., Las Vegas, NV",2021-07-23,290000,290300,Offer Rejected - Price Too Low
"168 Export St., Phoenix, AZ",2021-08-03,256700,283300,Closed
"62 Prequalify Rd., Las Vegas, NV",2021-11-02,327500,355700,Closed
"43 Articling St., Phoenix, AZ",2021-11-05,246500,264700,Offer Rejected - Price Too Low
"186 Epuration Rd., Phoenix, AZ",2021-12-08,365900,383900,Closed
"40 Uterine Rd., Phoenix, AZ",2021-08-27,260000,274200,Closed
"197 Resift St., Phoenix, AZ",2021-08-22,265500,267900,Offer Rejected - Pending
"200 Overbears St., Atlanta, GA",2021-08-14,334900,358700,Closed
"55 Counterbidders Ave., Phoenix, AZ",2021-11-13,334100,349900,Offer Rejected - Pending
"87 Multiparty Ave., Houston, TX",2021-11-04,283300,284400,Offer Rejected - Price Too Low
"118 Teether Rd., Phoenix, AZ",2021-09-29,279800,280900,Offer Rejected - Price Too Low
"108 Prelaw Rd., Phoenix, AZ",2021-09-08,338800,360100,Offer Rejected - Price Too Low
"77 Xxxiii Rd., Las Vegas, NV",2021-08-10,258300,269700,Offer Rejected - Price Too Low
"52 Ovisac Ave., Phoenix, AZ",2021-09-15,308300,312600,Offer Rejected - Price Too Low
"76 Donor St., Las Vegas, NV",2021-11-25,314200,316200,Offer Rejected - Price Too Low
"123 Blitzstein Ave., Atlanta, GA",2021-08-17,223900,229800,Offer Rejected - Price Too Low
"55 Participates Ave., Phoenix, AZ",2021-09-29,299400,325200,Closed
"128 Jambu St., Phoenix, AZ",2021-10-01,303200,304200,Offer Rejected - Price Too Low
"24 Awe-inspiring St., Phoenix, AZ",2021-11-02,300800,291800,Offer Rejected - Price Too Low
"118 Distrib's St., Las Vegas, NV",2021-12-08,298100,301000,Offer Rejected - Price Too Low
"146 Gem-salt St., Phoenix, AZ",2021-11-22,362800,382500,Offer Rejected - Price Too Low
"131 Sunita Ave., Atlanta, GA",2021-10-02,325200,335000,Offer Rejected - Price Too Low
"192 Blackguardly Ave., Atlanta, GA",2021-12-05,233600,240700,Offer Rejected - Pending
"117 Concenters Rd., Phoenix, AZ",2021-10-19,288700,313000,Closed
"104 Satu-Mare St., Phoenix, AZ",2021-07-31,353300,385200,Closed
"3 Brassicas Rd., Phoenix, AZ",2021-07-20,372700,404500,Offer Rejected - Price Too Low
"134 Ex-stepmothers St., Phoenix, AZ",2021-09-12,357600,376700,Closed
"111 Seagulling St., Houston, TX",2021-08-18,225400,231700,Offer Rejected - Price Too Low
"2 Quarrellous St., Atlanta, GA",2021-07-28,275000,287400,Closed
"145 Exposure St., Phoenix, AZ",2021-07-26,295600,318100,Offer Rejected - Price Too Low
"47 Boon-day Ave., Houston, TX",2021-11-10,324400,343100,Offer Rejected - Price Too Low
"17 Forgive Ave., Atlanta, GA",2021-11-28,255000,262600,Offer Rejected - Price Too Low
"176 Conservated St., Las Vegas, NV",2021-08-16,258800,283000,Offer Rejected - Price Too Low
"37 Sillimanite Ave., Phoenix, AZ",2021-10-23,319800,323100,Offer Rejected - Price Too Low
"45 Unsonable St., Atlanta, GA",2021-10-19,259900,259200,Offer Rejected - Price Too Low
"158 Woodcock-fish Ave., Phoenix, AZ",2021-10-06,287400,287000,Offer Rejected - Price Too Low
"40 Rapidness St., Phoenix, AZ",2021-10-15,334400,327700,Offer Rejected - Pending
"172 Degumming Rd., Las Vegas, NV",2021-11-18,357100,351800,Offer Rejected - Price Too Low
"92 Unwearied Rd., Atlanta, GA",2021-11-25,327600,353600,Offer Rejected - Price Too Low
"47 Abstracter Rd., Las Vegas, NV",2021-11-27,298500,315600,Offer Rejected - Price Too Low
"179 Appley St., Phoenix, AZ",2021-11-10,285900,294400,Offer Rejected - Pending
"141 Pyonephrosis Ave., Las Vegas, NV",2021-10-30,316900,331900,Offer Rejected - Price Too Low
"10 Rumbler St., Phoenix, AZ",2021-11-01,331700,356800,Closed
"5 Contented Ave., Atlanta, GA",2021-12-04,360000,382100,Offer Rejected - Price Too Low
"77 Snowwoman Rd., Phoenix, AZ",2021-10-02,257900,249700,Offer Rejected - Price Too Low
"136 Phosphokinase Ave., Las Vegas, NV",2021-12-05,255400,266200,Offer Rejected - Price Too Low
"40 Clanger St., Phoenix, AZ",2021-08-09,382200,399300,Offer Rejected - Price Too Low
"155 Uncursing Rd., Phoenix, AZ",2021-10-04,317000,317500,Offer Rejected - Pending
"74 Dipole St., Houston, TX",2021-08-15,285600,303300,Offer Rejected - Price Too Low
"138 Fieldfares Ave., Houston, TX",2021-08-07,268800,275300,Offer Rejected - Price Too Low
"28 Offscum Rd., Atlanta, GA",2021-08-25,328700,329400,Offer Rejected - Price Too Low
"105 Eatage St., Atlanta, GA",2021-09-26,275300,293900,Offer Rejected - Price Too Low
"106 Episcopus Rd., Phoenix, AZ",2021-09-21,371800,402500,Offer Rejected - Price Too Low
"65 Smiths St., Atlanta, GA",2021-10-29,266200,274100,Offer Rejected - Price Too Low
"143 Parchments St., Phoenix, AZ",2021-12-12,289300,309700,Closed
"143 Falsity Ave., Phoenix, AZ",2021-12-08,307100,323500,Closed
"133 Farding Rd., Phoenix, AZ",2021-09-30,242800,257700,Closed
"193 Meiny Rd., Phoenix, AZ",2021-08-23,375300,388300,Offer Rejected - Price Too Low
"152 Unapprehensive St., Houston, TX",2021-10-16,311600,314100,Offer Rejected - Price Too Low
"137 Besought Ave., Phoenix, AZ",2021-11-30,279100,299900,Closed
"152 Janglour St., Las Vegas, NV",2021-08-05,308500,316100,Offer Rejected - Price Too Low
"20 Blushing St., Las Vegas, NV",2021-10-01,268700,294600,Closed
"37 Untroubled Ave., Atlanta, GA",2021-09-13,309100,302500,Offer Rejected - Price Too Low
"82 Webcams St., Phoenix, AZ",2021-07-26,345500,372200,Offer Rejected - Pending
"122 Acception Ave., Phoenix, AZ",2021-07-20,307400,328200,Offer Rejected - Price Too Low
"74 Inedible Ave., Las Vegas, NV",2021-10-31,324500,333200,Offer Rejected - Pending
"72 Memoirists St., Houston, TX",2021-07-20,343500,372400,Closed
"148 Christophe St., Phoenix, AZ",2021-11-19,312100,328200,Offer Rejected - Price Too Low
"124 Toran St., Phoenix, AZ",2021-08-19,265300,295300,Closed
"44 Pyelonephritis Ave., Atlanta, GA",2021-12-11,310600,336900,Offer Rejected - Price Too Low
"126 Phyre Rd., Las Vegas, NV",2021-10-17,310900,304100,Offer Rejected - Price Too Low
"155 Dilaton Rd., Atlanta, GA",2021-12-02,292900,310000,Offer Rejected - Pending
"56 Blusteration St., Phoenix, AZ",2021-08-22,241700,253100,Closed
"38 Intuitional St., Phoenix, AZ",2021-08-02,305100,323000,Closed
"107 Congress St., Phoenix, AZ",2021-08-15,223700,222800,Offer Rejected - Price Too Low
"143 Longas Ave., Phoenix, AZ",2021-11-24,313400,334200,Offer Rejected - Price Too Low
"193 Imperant Ave., Atlanta, GA",2021-11-04,372100,395700,Closed
"12 Chewingly Rd., Las Vegas, NV",2021-10-15,255400,255000,Offer Rejected - Price Too Low
"55 Bethesda St., Phoenix, AZ",2021-07-25,345600,367700,Closed
"53 Right St., Phoenix, AZ",2021-10-10,301800,333800,Closed
"5 Whip-top St., Houston, TX",2021-11-18,312500,316300,Offer Rejected - Price Too Low
"197 Jungle-nail Rd., Atlanta, GA",2021-08-28,275600,292200,Offer Rejected - Price Too Low
"40 Decretory Rd., Phoenix, AZ",2021-12-15,234200,249000,Closed
"197 Supplications St., Las Vegas, NV",2021-12-03,258200,264900,Offer Rejected - Price Too Low
"153 REINA St., Phoenix, AZ",2021-09-18,322300,318300,Offer Rejected - Price Too Low
